scenario,plant_id,controller,mean_cost,peak_error,tail_rms_error,tail_growth_ratio,max_abs_u,mean_step_ms,median_step_ms,p95_step_ms,max_step_ms,utilization_pct,benchmark_samples,late_escalation,failure,failure_reason,failure_detail,rank_mean_cost,rank_peak_error,rank_tail_rms_error,rank_tail_growth_ratio,rank_max_abs_u,rank_failure,composite_rank
hidden_pole,integrator__rhp_zero,32_32_32 (rich11),0.488148189142596,2.6047136614018065,0.03033821181549994,0.899782706622524,1.0515406847989786,0.008813428217821781,0.008721118811881189,0.009324710891089109,0.009592,0.009324710891089109,12,False,False,,,3.0,8.0,5.0,5.0,7.0,5.5,5.583333333333333
hidden_pole,integrator__rhp_zero,32_32_32 (compact6),0.5106531845528862,2.546578644964349,0.09165720270836411,0.8707720093113369,1.0491146580104325,0.008613828382838284,0.008426980198019803,0.009496164851485148,0.010350663366336634,0.009496164851485148,12,False,False,,,8.0,4.0,7.0,4.0,6.0,5.5,5.75
nominal,unstable__no_zero,MPC,0.2198367751959177,2.0,3.3552701903547774e-07,0.2509033979445292,2.1284503858140225,0.020210497524752475,0.01974071782178218,0.021934837623762374,0.022254534653465347,0.021934837623762374,12,False,False,,,1.0,5.5,1.0,2.0,4.0,5.5,3.1666666666666665
nominal,unstable__no_zero,RL (PID-features),0.6832819824292236,2.0,0.006011479468045056,0.6965770682875267,4.358618776382649,0.00219190099009901,0.002196168316831683,0.0022419524752475247,0.0022714455445544553,0.0022419524752475247,12,False,False,,,10.0,5.5,6.0,8.0,10.0,5.5,7.5
nominal,unstable__no_zero,16_16 (rich11),0.22763328842631522,2.0,0.007968010464002782,0.298962705330345,2.1613519208256498,0.006180796204620462,0.0063929504950495045,0.0070063509900990095,0.007553633663366336,0.0070063509900990095,12,False,False,,,9.0,5.5,8.0,3.0,7.0,5.5,6.333333333333333
nominal,unstable__no_zero,16_16 (compact6),0.22651209308975356,2.0,0.027340900864399685,1.3286712255022168,2.1187460060649177,0.0056708275577557745,0.00611509900990099,0.006372012376237623,0.006389029702970297,0.006372012376237623,12,False,False,,,8.0,5.5,10.0,10.0,3.0,5.5,7.0
nominal,unstable__no_zero,32_32 (rich11),0.22199005504697708,2.0,0.0012080589730000168,0.5899502263482395,2.1930352610191637,0.0069043250825082505,0.006847153465346535,0.0071635301980198015,0.0073568415841584155,0.0071635301980198015,12,False,False,,,4.0,5.5,2.0,6.0,9.0,5.5,5.333333333333333
nominal,unstable__no_zero,32_32 (compact6),0.22103780767983386,2.0,0.006902480108900925,0.6881162948229163,2.0957178218308785,0.006850660891089108,0.0068125,0.007042264851485148,0.007060643564356436,0.007042264851485148,12,False,False,,,3.0,5.5,7.0,7.0,1.0,5.5,4.833333333333333
nominal,unstable__no_zero,16_16_16 (rich11),0.22228396798261016,2.0,0.002397251488614546,0.356281761165635,2.130893127652682,0.007413913366336633,0.007678420792079208,0.008071634158415842,0.008143564356435644,0.008071634158415842,12,False,False,,,5.0,5.5,4.0,4.0,5.0,5.5,4.833333333333333
nominal,unstable__no_zero,16_16_16 (compact6),0.22082856096564776,2.0,0.0026327859808928556,0.22345966846913562,2.163817528717059,0.007662369636963697,0.007643356435643564,0.008293567326732672,0.009030534653465348,0.008293567326732672,12,False,False,,,2.0,5.5,5.0,1.0,8.0,5.5,4.5
nominal,unstable__no_zero,32_32_32 (rich11),0.22237526148247003,2.0,0.0013109882854078212,0.43586546034106843,2.1111892420198313,0.0086944100660066,0.00848659405940594,0.009487338613861387,0.009522277227722772,0.009487338613861387,12,False,False,,,6.0,5.5,3.0,5.0,2.0,5.5,4.5
nominal,unstable__no_zero,32_32_32 (compact6),0.22301213530617928,2.0,0.01642195415023517,0.7578308480599039,2.1448774102313344,0.008622766501650165,0.008385727722772279,0.009739622772277228,0.00976980198019802,0.009739622772277228,12,False,False,,,7.0,5.5,9.0,9.0,6.0,5.5,7.0
disturbed,unstable__no_zero,MPC,0.22556672354087598,2.0,0.06784157446264719,1.335003904629785,2.1297169276703074,0.019732122937293723,0.019673673267326733,0.020422029702970294,0.02080321782178218,0.020422029702970294,12,False,False,,,1.0,5.5,9.0,8.0,1.0,5.5,5.0
disturbed,unstable__no_zero,RL (PID-features),0.6907041352278362,2.0,0.01655209558051205,0.20173077912114484,4.357585857067241,0.0022938663366336635,0.002205653465346535,0.0027236975247524743,0.003260306930693069,0.0027236975247524743,12,False,False,,,10.0,5.5,1.0,1.0,10.0,5.5,5.5
disturbed,unstable__no_zero,16_16 (rich11),0.23157399925095937,2.0,0.05317592702293803,1.0400720579116045,2.2154658888237684,0.0059809207920792085,0.006399960396039604,0.006570917326732673,0.006630366336633663,0.006570917326732673,12,False,False,,,8.0,5.5,8.0,3.0,8.0,5.5,6.333333333333333
disturbed,unstable__no_zero,16_16 (compact6),0.23249802124520624,2.0,0.07747601932481568,0.6341638508228046,2.2320159530269383,0.006430178217821782,0.006331683168316832,0.006999359405940594,0.007017732673267326,0.006999359405940594,12,False,False,,,9.0,5.5,10.0,2.0,9.0,5.5,6.833333333333333
disturbed,unstable__no_zero,32_32 (rich11),0.22579932222766466,2.0,0.02369807002574705,1.5989806580615216,2.199389047564278,0.007069547854785478,0.00694059405940594,0.007649299009900989,0.008321366336633664,0.00764929900990099,12,False,False,,,2.0,5.5,3.0,10.0,6.0,5.5,5.333333333333333
disturbed,unstable__no_zero,32_32 (compact6),0.22596500994522986,2.0,0.0265893853439588,1.2875910799882828,2.1641780304647753,0.006932548679867988,0.006755361386138614,0.007833372772277226,0.008935643564356437,0.007833372772277226,12,False,False,,,3.0,5.5,5.0,7.0,2.0,5.5,4.666666666666667
disturbed,unstable__no_zero,16_16_16 (rich11),0.22602869820447077,2.0,0.030977678780672643,1.2564458596871362,2.1975586385562167,0.007813736798679867,0.007814148514851486,0.00823354108910891,0.008478138613861385,0.00823354108910891,12,False,False,,,4.0,5.5,6.0,6.0,5.0,5.5,5.333333333333333
disturbed,unstable__no_zero,16_16_16 (compact6),0.2274947567208234,2.0,0.02655711691755499,1.0583420248064785,2.1664942234801257,0.007638509075907591,0.007668108910891089,0.008213304455445545,0.008460396039603961,0.008213304455445545,12,False,False,,,7.0,5.5,4.0,4.0,3.0,5.5,4.833333333333333
disturbed,unstable__no_zero,32_32_32 (rich11),0.22610924345987374,2.0,0.032777116125466146,1.2351734697339636,2.1757805596458244,0.008703175742574258,0.00859900495049505,0.009360459405940593,0.009876653465346535,0.009360459405940593,12,False,False,,,5.0,5.5,7.0,5.0,4.0,5.5,5.333333333333333
disturbed,unstable__no_zero,32_32_32 (compact6),0.2274117087286568,2.0,0.021638513047245487,1.546838977694254,2.2028430760301756,0.008550330858085807,0.008491955445544553,0.0088615099009901,0.008900990099009902,0.0088615099009901,12,False,False,,,6.0,5.5,2.0,9.0,7.0,5.5,5.833333333333333
hidden_pole,unstable__no_zero,MPC,0.26846993122021445,2.0,0.00010673006783531693,0.39496721179063254,2.7095138221224713,0.02005473102310231,0.01986138613861386,0.021011803465346535,0.021113455445544552,0.021011803465346538,12,False,False,,,1.0,5.0,1.0,2.0,9.0,5.0,3.8333333333333335
hidden_pole,unstable__no_zero,RL (PID-features),0.8738331477158293,2.0,0.0030022552455543044,0.2052123769839189,4.657014078843873,0.002233980198019802,0.002224420792079208,0.002326091089108911,0.0023308613861386137,0.002326091089108911,12,False,False,,,9.0,5.0,3.0,1.0,10.0,5.0,5.5
hidden_pole,unstable__no_zero,16_16 (rich11),0.29463987638093897,2.0,0.06244164712104065,0.876401574174686,2.493440923557586,0.005914226897689768,0.0058985148514851485,0.006983267821782178,0.0071831683168316835,0.006983267821782178,12,False,False,,,8.0,5.0,8.0,9.0,4.0,5.0,6.5
hidden_pole,unstable__no_zero,16_16 (compact6),0.2925136980727304,2.0,0.14677220780108075,0.8586209572862878,2.409941903551201,0.00623425495049505,0.006250207920792079,0.006696013861386138,0.006874584158415842,0.006696013861386138,12,False,False,,,7.0,5.0,9.0,8.0,1.0,5.0,5.833333333333333
hidden_pole,unstable__no_zero,32_32 (rich11),0.2788200162630209,2.0,0.01774743866098968,0.6366689145273986,2.643912959592208,0.007090761551155116,0.006946579207920792,0.007732738118811881,0.008492168316831684,0.007732738118811881,12,False,False,,,4.0,5.0,5.0,3.0,8.0,5.0,5.0
hidden_pole,unstable__no_zero,32_32 (compact6),0.27310486992445626,2.0,0.013646584085199377,0.7624976152932023,2.515995653166732,0.006884763201320133,0.006862420792079208,0.007136924257425742,0.007300742574257426,0.0071369242574257415,12,False,False,,,3.0,5.0,4.0,6.0,5.0,5.0,4.666666666666667
hidden_pole,unstable__no_zero,16_16_16 (rich11),0.2834344997096234,2.0,0.036619917345264076,0.6523938208454488,2.5434856693941024,0.007716688118811882,0.007705242574257426,0.008154272772277227,0.008374594059405941,0.008154272772277227,12,False,False,,,6.0,5.0,6.0,5.0,6.0,5.0,5.5
hidden_pole,unstable__no_zero,16_16_16 (compact6),374.21198943831376,83.14254372207526,38.00110770093575,3.052399250879742,2.6360337410010106,0.007151161716171618,0.007635311881188119,0.007766113366336634,0.007777227722772277,0.007766113366336634,12,True,True,"peak_error,late_escalation",peak_error=83.14>10; tail_rms=38>0.2 and tail_g=3.052>1.2,10.0,10.0,10.0,10.0,7.0,10.0,9.5
hidden_pole,unstable__no_zero,32_32_32 (rich11),0.27956584841612464,2.0,0.039517437899629505,0.648803801500513,2.4568790950862556,0.008710395214521452,0.008649336633663365,0.008991209900990099,0.009124168316831683,0.008991209900990099,12,False,False,,,5.0,5.0,7.0,4.0,2.0,5.0,4.666666666666667
hidden_pole,unstable__no_zero,32_32_32 (compact6),0.27259746045733835,2.0,0.0022592614980701297,0.8218886590966176,2.4678616337725607,0.008460775577557755,0.00840491089108911,0.008744639108910891,0.009016910891089108,0.008744639108910891,12,False,False,,,2.0,5.0,2.0,7.0,3.0,5.0,4.0
nominal,unstable__lhp_zero,MPC,0.06953570784912798,2.0,2.6586824455841172e-08,0.1424213189274894,0.9999999382150646,0.020007564356435643,0.019887584158415843,0.021335765841584156,0.02211220792079208,0.021335765841584156,12,False,False,,,1.0,5.5,1.0,1.0,1.0,5.5,2.5
nominal,unstable__lhp_zero,RL (PID-features),0.10215658922469191,2.0,1.1206945156971232e-06,0.28255253208515685,1.298315815541503,0.0022137656765676564,0.0022070940594059404,0.0022939990099009903,0.0023023960396039607,0.0022939990099009903,12,False,False,,,10.0,5.5,2.0,2.0,10.0,5.5,5.833333333333333
nominal,unstable__lhp_zero,16_16 (rich11),0.0710529359397399,2.0,0.013642541227275267,0.5042757365708372,1.0329740812780261,0.006095881188118812,0.006336014851485149,0.0068098163366336634,0.006823435643564356,0.006809816336633664,12,False,False,,,4.0,5.5,9.0,5.0,6.0,5.5,5.833333333333333
nominal,unstable__lhp_zero,16_16 (compact6),0.07146568766648845,2.0,0.003593110952956243,1.2229794191708145,1.0407968787034148,0.0062397219471947195,0.006298678217821782,0.00673090297029703,0.0068774752475247525,0.006730902970297031,12,False,False,,,7.0,5.5,5.0,9.0,8.0,5.5,6.666666666666667
nominal,unstable__lhp_zero,32_32 (rich11),0.07115933306545062,2.0,0.01429514456972302,0.7352406456162744,1.0231828989827012,0.007028499174917493,0.006930693069306931,0.007500971287128713,0.0077784653465346534,0.007500971287128713,12,False,False,,,5.0,5.5,10.0,8.0,3.0,5.5,6.166666666666667
nominal,unstable__lhp_zero,32_32 (compact6),0.07204050386638852,2.0,0.007400182858185515,0.46267982684076475,1.023859608949455,0.006957096534653466,0.006837663366336634,0.007584718316831682,0.008188950495049505,0.007584718316831682,12,False,False,,,8.0,5.5,6.0,4.0,4.0,5.5,5.5
nominal,unstable__lhp_zero,16_16_16 (rich11),0.07048675898404777,2.0,0.0013311939763482816,0.36711089507523553,1.008303792095535,0.0078093721122112205,0.007838490099009901,0.008255280198019802,0.008455861386138614,0.008255280198019802,12,False,False,,,2.0,5.5,3.0,3.0,2.0,5.5,3.5
nominal,unstable__lhp_zero,16_16_16 (compact6),0.07353155519793286,2.0,0.011563790850311728,0.6380161408090551,1.058325324906122,0.0071029315181518156,0.007384495049504951,0.008217080693069307,0.008370465346534652,0.008217080693069307,12,False,False,,,9.0,5.5,8.0,6.0,9.0,5.5,7.166666666666667
nominal,unstable__lhp_zero,32_32_32 (rich11),0.07105040214031594,2.0,0.009850466722374064,0.6675844397465895,1.0255238089087269,0.008762342409240923,0.008676777227722771,0.009352682673267327,0.009593653465346534,0.009352682673267327,12,False,False,,,3.0,5.5,7.0,7.0,5.0,5.5,5.5
nominal,unstable__lhp_zero,32_32_32 (compact6),0.07122819678470284,2.0,0.0022195229333749535,1.633242783357577,1.0333350976022533,0.008574429867986798,0.008469059405940595,0.00898844702970297,0.00916089108910891,0.00898844702970297,12,False,False,,,6.0,5.5,4.0,10.0,7.0,5.5,6.333333333333333
disturbed,unstable__lhp_zero,MPC,0.07477936612595908,2.0,0.04994125295080407,1.1718486695586559,1.0461931179037371,0.019817278877887787,0.01977372277227723,0.020534919801980196,0.020774752475247526,0.0205349198019802,12,False,False,,,1.0,5.5,8.0,8.0,1.0,5.5,4.833333333333333
disturbed,unstable__lhp_zero,RL (PID-features),0.10731713798153972,2.0,0.029471364835492866,1.3723524584954763,1.2812044434811585,0.002083987623762376,0.0021827574257425745,0.0022234905940594057,0.0022314356435643562,0.0022234905940594057,12,False,False,,,9.0,5.5,1.0,10.0,9.0,5.5,6.666666666666667
disturbed,unstable__lhp_zero,16_16 (rich11),0.07520260138808953,2.0,0.045870132689219245,0.7559270714729852,1.1020349783916676,0.00660231105610561,0.00655259900990099,0.00716549306930693,0.007471118811881188,0.007165493069306929,12,False,False,,,2.0,5.5,7.0,3.0,6.0,5.5,4.833333333333333
disturbed,unstable__lhp_zero,16_16 (compact6),0.07658495638214728,2.0,0.03923394570444568,0.7928761424779204,1.083591041417595,0.006166701320132012,0.006207920792079208,0.00691899603960396,0.007576316831683168,0.006918996039603959,12,False,False,,,5.0,5.5,5.0,4.0,5.0,5.5,5.0
disturbed,unstable__lhp_zero,32_32 (rich11),0.07539890414152219,2.0,0.03362620016148833,1.2014057573937789,1.0787251877289725,0.007030665841584159,0.006976074257425743,0.007314026732673266,0.007644386138613861,0.007314026732673267,12,False,False,,,3.0,5.5,4.0,9.0,3.0,5.5,5.0
disturbed,unstable__lhp_zero,32_32 (compact6),0.07763909043839823,2.0,0.04201411714616571,0.8864853985990461,1.0771530628144539,0.006803940594059406,0.006739688118811881,0.00704069900990099,0.007112623762376237,0.007040699009900991,12,False,False,,,7.0,5.5,6.0,5.0,2.0,5.5,5.166666666666667
disturbed,unstable__lhp_zero,16_16_16 (rich11),0.08589966719576672,2.0,0.08506710800696415,0.6015422508154737,1.1541444072140898,0.007508559405940594,0.007643564356435643,0.00852580594059406,0.00900660396039604,0.00852580594059406,12,False,False,,,8.0,5.5,9.0,2.0,8.0,5.5,6.333333333333333
disturbed,unstable__lhp_zero,16_16_16 (compact6),0.07688404304820534,2.0,0.030982550674345063,1.0529078073044507,1.1045138392482585,0.007018188118811881,0.00736179702970297,0.007929045049504951,0.007942653465346535,0.007929045049504951,12,False,False,,,6.0,5.5,2.0,6.0,7.0,5.5,5.333333333333333
disturbed,unstable__lhp_zero,32_32_32 (rich11),0.07569380990998018,2.0,0.032223066890714434,1.1061656443764076,1.0834764072905183,0.00887451897689769,0.008707099009900991,0.009565429702970297,0.01001649504950495,0.009565429702970297,12,False,False,,,4.0,5.5,3.0,7.0,4.0,5.5,4.833333333333333
disturbed,unstable__lhp_zero,32_32_32 (compact6),0.1560356468584562,2.0,0.17293562009192862,0.5250362164222148,1.4250151685072598,0.008566283003300331,0.008462663366336633,0.00916386287128713,0.009480613861386138,0.00916386287128713,12,False,False,,,10.0,5.5,10.0,1.0,10.0,5.5,7.0
hidden_pole,unstable__lhp_zero,MPC,0.09301744696367503,2.0,7.91038913189407e-09,0.09171154659744803,1.2297963395693325,0.020262995049504948,0.020165014851485148,0.021518935643564358,0.02188242574257426,0.021518935643564358,12,False,False,,,7.0,5.5,1.0,1.0,7.0,5.5,4.5
hidden_pole,unstable__lhp_zero,RL (PID-features),0.1512595621464143,2.0,1.1119377735078592e-06,0.1339113684347322,1.6613109649242779,0.0019154636963696367,0.0018562277227722771,0.0021455000000000003,0.002146861386138614,0.0021455000000000003,12,False,False,,,10.0,5.5,2.0,2.0,10.0,5.5,5.833333333333333
hidden_pole,unstable__lhp_zero,16_16 (rich11),0.0921944571356666,2.0,0.00882689303697077,0.4764423534536403,1.2277641191203026,0.006542183168316833,0.006521866336633663,0.00716769801980198,0.007773514851485149,0.0071676980198019805,12,False,False,,,4.0,5.5,8.0,5.0,6.0,5.5,5.666666666666667
hidden_pole,unstable__lhp_zero,16_16 (compact6),0.0917298825422216,2.0,0.004171408476711828,0.7795022440457248,1.157764696403483,0.005792628712871287,0.006043935643564357,0.00644754504950495,0.006514029702970297,0.00644754504950495,12,False,False,,,2.0,5.5,5.0,9.0,2.0,5.5,4.833333333333333
hidden_pole,unstable__lhp_zero,32_32 (rich11),0.09423751698076577,2.0,0.011887297263596433,0.7396905482322578,1.3584477236501091,0.007020627062706272,0.0069562673267326725,0.007224978217821782,0.007252881188118812,0.007224978217821782,12,False,False,,,9.0,5.5,10.0,8.0,8.0,5.5,7.666666666666667
hidden_pole,unstable__lhp_zero,32_32 (compact6),0.09223765690053919,2.0,0.004832655528145773,0.46227976514644603,1.2179023927828552,0.006886827557755775,0.006786717821782178,0.007363613861386138,0.007393564356435643,0.0073636138613861375,12,False,False,,,5.0,5.5,6.0,4.0,4.0,5.5,5.0
hidden_pole,unstable__lhp_zero,16_16_16 (rich11),0.09169644150413214,2.0,0.0006453414562293758,0.1402960095801791,1.2194625143744198,0.007203279702970297,0.0074278019801980195,0.00785569603960396,0.007882019801980198,0.00785569603960396,12,False,False,,,1.0,5.5,3.0,3.0,5.0,5.5,3.8333333333333335
hidden_pole,unstable__lhp_zero,16_16_16 (compact6),0.09379611198889032,2.0,0.009577039491454296,0.6666419485397724,1.1528719935619043,0.007104992574257426,0.007612415841584158,0.007987029207920791,0.008004950495049505,0.007987029207920791,12,False,False,,,8.0,5.5,9.0,6.0,1.0,5.5,5.833333333333333
hidden_pole,unstable__lhp_zero,32_32_32 (rich11),0.09236099266578167,2.0,0.008184647306102445,0.6762663601898309,1.3707008314981537,0.008858876237623763,0.008614069306930695,0.010023557920792077,0.010917079207920791,0.010023557920792077,12,False,False,,,6.0,5.5,7.0,7.0,9.0,5.5,6.666666666666667
hidden_pole,unstable__lhp_zero,32_32_32 (compact6),0.0917733848380741,2.0,0.00134799072481877,1.5678313063382852,1.2004634777907452,0.008563152640264027,0.008433574257425741,0.009054639603960395,0.009404287128712871,0.009054639603960395,12,False,False,,,3.0,5.5,4.0,10.0,3.0,5.5,5.166666666666667
nominal,unstable__rhp_zero,MPC,0.4531287667344758,2.8658590874178356,1.3382822761788084e-07,0.08801457041253023,1.0818857063068434,0.01983312788778878,0.01968729702970297,0.020646491584158416,0.020931930693069305,0.020646491584158416,12,False,False,,,1.0,5.0,1.0,1.0,1.0,3.0,2.0
nominal,unstable__rhp_zero,RL (PID-features),5.5159635335329735,5.710992950891745,0.023272991695026658,0.22060554876724967,5.0800213192040715,0.0019882087458745873,0.0019063564356435643,0.0022876034653465343,0.0023164158415841583,0.0022876034653465343,12,False,False,,,6.0,6.0,2.0,2.0,10.0,3.0,4.833333333333333
nominal,unstable__rhp_zero,16_16 (rich11),0.5618788544213612,2.585185244525809,0.05500125322435852,2.2939498255291695,1.2714209200924371,0.006543075082508252,0.006569920792079208,0.006992732673267327,0.0070362970297029705,0.006992732673267327,12,False,False,,,3.0,1.0,4.0,6.0,4.0,3.0,3.5
nominal,unstable__rhp_zero,16_16 (compact6),70.82795998093383,34.93469133439198,16.337965055565338,2.823194379735586,1.8613563591635833,0.005873108085808581,0.006061470297029703,0.006448123267326733,0.0066716138613861385,0.006448123267326733,12,True,True,"peak_error,late_escalation",peak_error=34.93>10; tail_rms=16.34>0.2 and tail_g=2.823>1.2,7.0,7.0,7.0,7.0,9.0,8.0,7.5
nominal,unstable__rhp_zero,32_32 (rich11),0.5841019807290997,2.6542676104993674,0.13477194485526608,1.4893346607868563,1.259581494835863,0.007111074257425743,0.007047440594059406,0.007405789603960397,0.00750040594059406,0.007405789603960397,12,False,False,,,4.0,3.0,5.0,4.0,3.0,3.0,3.6666666666666665
nominal,unstable__rhp_zero,32_32 (compact6),0.6531494479268891,2.624431898833301,0.22179659467000087,1.8036255323238755,1.4510615628724954,0.0068742103960396025,0.0067854752475247524,0.007196871287128713,0.007327564356435643,0.007196871287128714,12,True,True,late_escalation,tail_rms=0.2218>0.2 and tail_g=1.804>1.2,5.0,2.0,6.0,5.0,6.0,8.0,5.333333333333333
nominal,unstable__rhp_zero,16_16_16 (rich11),1194.4801311576455,146.65849530439255,67.83517309453049,2.929776155985655,1.6588358122104292,0.007156420792079208,0.007432549504950496,0.008597999504950495,0.009228544554455445,0.008597999504950495,12,True,True,"peak_error,late_escalation",peak_error=146.7>10; tail_rms=67.84>0.2 and tail_g=2.93>1.2,8.0,8.0,8.0,8.0,8.0,8.0,8.0
nominal,unstable__rhp_zero,16_16_16 (compact6),2267.8123980861415,202.79105518409466,93.53032601430928,2.9599540028513736,1.5315321617678852,0.006915085808580857,0.007202559405940594,0.007959864851485149,0.007992990099009901,0.007959864851485149,12,True,True,"peak_error,late_escalation",peak_error=202.8>10; tail_rms=93.53>0.2 and tail_g=2.96>1.2,10.0,10.0,10.0,9.0,7.0,8.0,9.0
nominal,unstable__rhp_zero,32_32_32 (rich11),0.4855689296383396,2.662388099438538,0.053719878843917115,0.8194473603815836,1.139216253302302,0.008785753300330032,0.008742163366336635,0.009187154455445545,0.009231851485148514,0.009187154455445545,12,False,False,,,2.0,4.0,3.0,3.0,2.0,3.0,2.8333333333333335
nominal,unstable__rhp_zero,32_32_32 (compact6),1912.2560389047967,186.65981940362076,85.89841561342696,2.9818395713653945,1.3511687602291071,0.008585567656765675,0.008413366336633664,0.0094838301980198,0.009820544554455446,0.0094838301980198,12,True,True,"peak_error,late_escalation",peak_error=186.7>10; tail_rms=85.9>0.2 and tail_g=2.982>1.2,9.0,9.0,9.0,10.0,5.0,8.0,8.333333333333334
disturbed,unstable__rhp_zero,MPC,0.5415185450435545,2.9062418556265595,0.4804778259355038,1.0502766786613746,1.3171177035133976,0.01992845792079208,0.019662336633663367,0.021473160891089107,0.022110970297029704,0.021473160891089103,12,False,False,,,1.0,4.0,3.0,4.0,2.0,2.5,2.75
disturbed,unstable__rhp_zero,RL (PID-features),5.547628860923069,5.729203039503573,0.1472102733296201,0.44878530554884083,5.1084869586506665,0.0022640948844884485,0.0022578415841584157,0.0023781559405940595,0.0024047029702970297,0.0023781559405940595,12,False,False,,,6.0,6.0,1.0,1.0,10.0,2.5,4.416666666666667
disturbed,unstable__rhp_zero,16_16 (rich11),2.311153272491753,4.489431451285288,2.5026231293244554,1.898297196793645,1.657359670022743,0.006226897689768977,0.006386752475247525,0.0064902039603960395,0.006532178217821782,0.0064902039603960395,12,True,True,late_escalation,tail_rms=2.503>0.2 and tail_g=1.898>1.2,5.0,5.0,6.0,6.0,7.0,7.5,6.083333333333333
disturbed,unstable__rhp_zero,16_16 (compact6),108.00341423859014,43.53670421945051,20.26087783071333,2.828744656843936,2.070136558104779,0.005802254125412541,0.005897693069306931,0.006804924752475248,0.00688819801980198,0.006804924752475249,12,True,True,"peak_error,late_escalation",peak_error=43.54>10; tail_rms=20.26>0.2 and tail_g=2.829>1.2,7.0,7.0,7.0,7.0,9.0,7.5,7.416666666666667
disturbed,unstable__rhp_zero,32_32 (rich11),0.8697573234525849,2.664656072518205,0.909150385167468,0.6718054558584281,1.6467916943804828,0.007052942244224422,0.007009079207920792,0.0075240356435643556,0.007783831683168317,0.0075240356435643556,12,False,False,,,3.0,1.0,4.0,2.0,6.0,2.5,3.0833333333333335
disturbed,unstable__rhp_zero,32_32 (compact6),1.804229280359642,2.6851172686111475,1.842079217515007,1.4921880313876077,1.8816882560632031,0.00691474092409241,0.006802801980198021,0.007461341584158415,0.00816790099009901,0.007461341584158415,12,True,True,late_escalation,tail_rms=1.842>0.2 and tail_g=1.492>1.2,4.0,3.0,5.0,5.0,8.0,7.5,5.416666666666667
disturbed,unstable__rhp_zero,16_16_16 (rich11),1679.103631526099,174.32108423811843,80.46200882948679,2.951276037511692,1.586247220724469,0.007264749174917492,0.0076487227722772284,0.00849950792079208,0.008632019801980197,0.00849950792079208,12,True,True,"peak_error,late_escalation",peak_error=174.3>10; tail_rms=80.46>0.2 and tail_g=2.951>1.2,8.0,8.0,8.0,8.0,5.0,7.5,7.416666666666667
disturbed,unstable__rhp_zero,16_16_16 (compact6),3117.677169444647,238.1464615920968,109.69137876486116,2.973868542768083,1.4605601799645587,0.007664983498349835,0.007658004950495049,0.00786345396039604,0.007908831683168317,0.00786345396039604,12,True,True,"peak_error,late_escalation",peak_error=238.1>10; tail_rms=109.7>0.2 and tail_g=2.974>1.2,9.0,9.0,9.0,9.0,4.0,7.5,7.916666666666667
disturbed,unstable__rhp_zero,32_32_32 (rich11),0.5786439472537802,2.6763196826810365,0.4069621138478272,0.8449443306313433,1.333266693709589,0.008716240099009901,0.008595915841584159,0.009333168316831683,0.009861386138613861,0.009333168316831683,12,False,False,,,2.0,2.0,2.0,3.0,3.0,2.5,2.4166666666666665
disturbed,unstable__rhp_zero,32_32_32 (compact6),3584.4322547236115,255.92545569313165,117.63822466969091,2.9943562402505686,1.3118778632608872,0.008524028877887788,0.008416663366336634,0.009025823267326732,0.009141089108910892,0.009025823267326732,12,True,True,"peak_error,late_escalation",peak_error=255.9>10; tail_rms=117.6>0.2 and tail_g=2.994>1.2,10.0,10.0,10.0,10.0,1.0,7.5,8.083333333333334
hidden_pole,unstable__rhp_zero,MPC,0.5374809502310355,2.629549985418861,0.001375399380908556,0.6513158187345812,1.3809648405910513,0.019891710396039604,0.01979352475247525,0.02058661782178218,0.02066172277227723,0.020586617821782182,12,False,False,,,1.0,4.0,1.0,3.0,2.0,2.5,2.25
hidden_pole,unstable__rhp_zero,RL (PID-features),10.051909993087703,9.056534311518009,0.1496402525133071,0.3707617506569861,7.240999447525796,0.0022172722772277227,0.002091589108910891,0.0027761742574257424,0.0028943861386138614,0.0027761742574257424,12,False,False,,,5.0,5.0,3.0,2.0,10.0,2.5,4.583333333333333
hidden_pole,unstable__rhp_zero,16_16 (rich11),297.84907866124615,72.2257192904265,33.76154401477634,2.827849926033044,1.7876858959461654,0.0059362277227722774,0.006172445544554456,0.006674110891089108,0.006798683168316832,0.0066741108910891075,12,True,True,"peak_error,late_escalation",peak_error=72.23>10; tail_rms=33.76>0.2 and tail_g=2.828>1.2,6.0,6.0,6.0,5.0,7.0,7.5,6.25
hidden_pole,unstable__rhp_zero,16_16 (compact6),26117.420990631686,690.8035220041163,317.58738265377167,2.995026412305083,1.8557868838521703,0.006201116336633664,0.006366133663366337,0.0071291876237623755,0.007661712871287129,0.0071291876237623755,12,True,True,"peak_error,late_escalation",peak_error=690.8>10; tail_rms=317.6>0.2 and tail_g=2.995>1.2,9.0,9.0,9.0,8.0,9.0,7.5,8.583333333333334
hidden_pole,unstable__rhp_zero,32_32 (rich11),0.8972896403005067,2.5123330857476813,0.5977458128286164,0.323299727495308,1.567049569195081,0.007059063531353136,0.007003707920792079,0.007378119801980197,0.007595712871287129,0.007378119801980197,12,False,False,,,3.0,3.0,4.0,1.0,5.0,2.5,3.0833333333333335
