scenario,plant_id,controller,variant_id,mean_cost,peak_error,tail_rms_error,tail_growth_ratio,max_abs_u,late_escalation,failure,failure_reason,failure_detail,rank_mean_cost,rank_peak_error,rank_tail_rms_error,rank_tail_growth_ratio,rank_max_abs_u,rank_failure,composite_rank
disturbed,unstable__rhp_zero,16_16_16 (rich11),mlp_max,147421924196.92014,2317613.1430792096,762229.7658756138,8.16612318547849,1.5974813189435866,True,True,"peak_error,late_escalation",peak_error=2.318e+06>10; tail_rms=7.622e+05>0.2 and tail_g=8.166>1.2,6.0,6.0,6.0,5.0,3.0,5.0,5.166666666666667
hidden_pole,unstable__rhp_zero,16_16_16 (rich11),mlp_max,5597952278279.477,14281527.28890204,4696988.150440615,8.16616085937511,1.665905394186043,True,True,"peak_error,late_escalation",peak_error=1.428e+07>10; tail_rms=4.697e+06>0.2 and tail_g=8.166>1.2,6.0,6.0,6.0,5.0,5.0,5.0,5.5
nominal,unstable__rhp_zero,16_16_16 (compact6),mlp_compact6_max,541916411797.9874,4443509.903212212,1461406.4498130379,8.16614631008776,1.5315321617678852,True,True,"peak_error,late_escalation",peak_error=4.444e+06>10; tail_rms=1.461e+06>0.2 and tail_g=8.166>1.2,8.0,8.0,8.0,7.0,6.0,6.5,7.25
disturbed,unstable__rhp_zero,16_16_16 (compact6),mlp_compact6_max,565428169695.5491,4538880.414780242,1492772.372554004,8.166151432185554,1.4745592882534346,True,True,"peak_error,late_escalation",peak_error=4.539e+06>10; tail_rms=1.493e+06>0.2 and tail_g=8.166>1.2,7.0,7.0,7.0,7.0,2.0,5.0,5.833333333333333
hidden_pole,unstable__rhp_zero,16_16_16 (compact6),mlp_compact6_max,5190203302217.3125,13751568.88343464,4522692.423577214,8.166162285945122,1.531557545637006,True,True,"peak_error,late_escalation",peak_error=1.375e+07>10; tail_rms=4.523e+06>0.2 and tail_g=8.166>1.2,5.0,5.0,5.0,6.0,3.0,5.0,4.833333333333333
nominal,unstable__rhp_zero,32_32_32 (rich11),mlp_rich_xl,0.24426968450738465,2.662388099438538,0.0150830666968542,0.7683342597437448,1.139216253302302,False,False,,,1.0,4.0,1.0,2.0,1.0,2.5,1.9166666666666667
disturbed,unstable__rhp_zero,32_32_32 (rich11),mlp_rich_xl,0.8429019166562246,2.6639779543287228,1.3686422715796014,1.4047951906316227,1.7474853703656292,True,True,late_escalation,tail_rms=1.369>0.2 and tail_g=1.405>1.2,2.0,1.0,2.0,2.0,6.0,5.0,3.0
hidden_pole,unstable__rhp_zero,32_32_32 (rich11),mlp_rich_xl,0.30616563062652524,2.4647313847695123,0.0033549024509068734,0.9688574740381134,1.4986434185949324,False,False,,,1.0,1.0,1.0,1.0,2.0,1.0,1.1666666666666667
nominal,unstable__rhp_zero,32_32_32 (compact6),mlp_compact6_xl,462526335096.8876,4105143.1019743746,1350122.271664161,8.166163394605993,1.3511687602291071,True,True,"peak_error,late_escalation",peak_error=4.105e+06>10; tail_rms=1.35e+06>0.2 and tail_g=8.166>1.2,7.0,7.0,7.0,8.0,4.0,6.5,6.583333333333333
disturbed,unstable__rhp_zero,32_32_32 (compact6),mlp_compact6_xl,752025053504.8396,5234512.526781115,1721555.4819794272,8.166168812278555,1.2984275274094417,True,True,"peak_error,late_escalation",peak_error=5.235e+06>10; tail_rms=1.722e+06>0.2 and tail_g=8.166>1.2,8.0,8.0,8.0,8.0,1.0,5.0,6.333333333333333
hidden_pole,unstable__rhp_zero,32_32_32 (compact6),mlp_compact6_xl,9899426361703.918,18991755.174564946,6246113.673472312,8.166168503683693,1.3735256171838626,True,True,"peak_error,late_escalation",peak_error=1.899e+07>10; tail_rms=6.246e+06>0.2 and tail_g=8.166>1.2,8.0,8.0,8.0,8.0,1.0,5.0,6.333333333333333
