mode,N,x0,theta0_deg,pass_case,survived_horizon,settled,failure_reason,failure_time_s,steps_completed,max_abs_theta_deg,max_abs_x_m,max_abs_u_n,final_x_m,final_theta_deg,final_rate_norm
fixed,40,0.0,3.0000000000000004,False,True,False,--,nan,401,3.0000000000000004,0.4880216857955071,3.994319853306443,-0.4880216857955071,-0.0070796728990918266,0.05462245398062898
fixed,40,0.0,5.0,False,True,False,--,nan,401,5.0,0.8201336855251703,6.657199755510735,-0.8201336855251703,-0.011900392027368036,0.09181618288480811
fixed,40,0.0,8.0,False,True,False,--,nan,401,8.0,1.3673878220952738,9.999999993709318,-1.3673878220952738,-0.019867721704969935,0.15329798815344733
fixed,40,0.05,-8.0,False,True,False,--,nan,401,8.0,1.4173879088427344,9.999999993725314,1.4173879088427344,0.019867706331606984,0.15329800989182307
fixed,40,0.05,-5.0,False,True,False,--,nan,401,5.0,0.8701337727500819,6.657199745726704,0.8701337727500819,0.011900376661190579,0.09181620467877219
fixed,40,0.05,-3.0000000000000004,False,True,False,--,nan,401,3.0000000000000004,0.5380217730399371,3.9943198435224225,0.5380217730399371,0.0070796575332081925,0.054622475776855375
fixed,40,0.05,3.0000000000000004,False,True,False,--,nan,401,3.0000000000000004,0.4380215985510803,3.994319863090461,-0.4380215985510803,-0.007079688264975494,0.05462243218440289
fixed,40,0.05,5.0,False,True,False,--,nan,401,5.0,0.7701335983002604,6.6571997652948225,-0.7701335983002604,-0.01190040739354552,0.09181616109084431
fixed,40,0.05,8.0,False,True,False,--,nan,401,8.0,1.3173877353478127,9.99999999369331,-1.3173877353478127,-0.01986773707833293,0.15329796641507185
fixed,60,-0.05,-8.0,False,True,False,--,nan,401,8.0,1.3171827810145365,9.999999999999993,1.3171827810145365,0.019909573062803117,0.15324237950036018
fixed,60,-0.05,-5.0,False,True,False,--,nan,401,5.0,0.7700143782835553,6.657199868456631,0.7700143782835553,0.01192474899945414,0.09178382426955792
fixed,60,-0.05,-3.0000000000000004,False,True,False,--,nan,401,3.0000000000000004,0.4379507094678298,3.9943199210807445,0.4379507094678298,0.007094163815595221,0.0546032031746282
fixed,60,-0.05,3.0000000000000004,False,True,False,--,nan,401,3.0000000000000004,0.5379507097693323,3.994319921046991,-0.5379507097693323,-0.007094163764983847,0.054603203249111824
fixed,60,-0.05,5.0,False,True,False,--,nan,401,5.0,0.8700143785849895,6.6571998684228895,-0.8700143785849895,-0.011924748948841768,0.09178382434403388
fixed,60,-0.05,8.0,False,True,False,--,nan,401,8.0,1.4171827813143232,10.0,-1.4171827813143232,-0.019909573012165786,0.1532423795746441
fixed,60,0.0,-8.0,False,True,False,--,nan,401,8.0,1.367182781164427,9.999999999999995,1.367182781164427,0.019909573037484397,0.1532423795375017
fixed,60,0.0,-5.0,False,True,False,--,nan,401,5.0,0.8200143784342696,6.657199868439785,0.8200143784342696,0.01192474897414791,0.09178382430679556
